sk_id_curr,target_cv,target_final
100001,0.19692041399012958,0.18268519906089145
100005,0.3309025697913176,0.32660660639280015
100013,0.07591967411768584,0.09058121511677887
100028,0.09545809139476091,0.10946742069447207
100038,0.38845531081972945,0.3948228949123044
100042,0.10514195654421557,0.08904638591861104
100057,0.037572225738929245,0.04333517877351655
100065,0.08382674952697314,0.08687170538228826
100066,0.04256170309740353,0.03915141104825292
100067,0.29426054096290816,0.37129770726536493
100074,0.14047914425914498,0.15406574953457897
100090,0.08158862844524246,0.08166499661118724
100091,0.37673441093636867,0.4219043592771131
100092,0.1991415602485972,0.17921892651867627
100106,0.14050560251642893,0.1540404689152113
100107,0.2736019836955384,0.306690120838077
100109,0.182603634433641,0.19636176365174032
100117,0.06878422401069988,0.06305563242605615
100128,0.24582283236337898,0.2651164026754843
100141,0.11547940435124886,0.10859823314026146
100150,0.0857000902780879,0.08680348906174078
100168,0.024978616148986176,0.026990491390018072
100169,0.15984015932428625,0.12833540043867386
100170,0.33724151463344093,0.30648761632043603
100171,0.15302673518462287,0.1363643407268923
100172,0.31415432876011384,0.33366170817946494
100184,0.27269570584236763,0.26621459438730327
100187,0.17059005361787988,0.1731072659257499
100212,0.08889435894949106,0.09137220245045163
100222,0.11480088797017454,0.11967431694325957
100223,0.0965019764055427,0.09960440786495893
100232,0.05995815672159523,0.05656926353678612
100241,0.3271994646686933,0.3149593220285135
100245,0.060835387848970926,0.06199680313223771
100253,0.06178643205816188,0.05756583078310599
100256,0.21342197948087227,0.20654580798443165
100271,0.027587112132227334,0.03169179947722987
100278,0.6545778304407173,0.6613497441978915
100280,0.050114729572314436,0.05940301238036084
100306,0.4120794402635744,0.4273364117786636
100311,0.27101328825056525,0.2815015695348789
100312,0.04166302623855493,0.042605681225045273
100330,0.26044025893441614,0.2768101693340519
100331,0.08586881947833226,0.08602231566521663
100352,0.3219535972227745,0.3434686528222295
100358,0.25205648252151475,0.19893685159916386
100367,0.09348093596696493,0.08964531125525631
100382,0.30296951761376484,0.3456772831105196
100384,0.24724203062248756,0.2806444899745373
100385,0.2889897397623226,0.31021406806258167
100386,0.11878484387391217,0.11370321439132629
100399,0.11551510930248557,0.09679285507953711
100404,0.11925065627037676,0.12625159719302356
100416,0.05256917542546094,0.04608159177119442
100422,0.09997255244777291,0.08648908124015862
100426,0.09982766727886049,0.10720044958834285
100438,0.10774208067917333,0.1251329463901891
100444,0.361414886301627,0.3230940046302393
100445,0.3170666049140706,0.359448543830497
100446,0.18752626055823463,0.1730309948757831
100447,0.06017631505166805,0.058369755520662765
100450,0.27149774780276714,0.27804897343962653
100466,0.06856918968420621,0.07223394511909399
100483,0.07615073005887134,0.07561890219954812
100484,0.05773049263217028,0.06365405035041437
100494,0.18093233932112285,0.18039743484181284
100510,0.3631586223346437,0.3427440636038542
100512,0.04024144478388269,0.038333221042548556
100517,0.11228120754773507,0.10403904537108552
100548,0.06635788939874761,0.06765600525481484
100551,0.14223337062022115,0.13437608317941432
100552,0.2450646844427723,0.27700147155110444
100553,0.03952166727384531,0.033211730389299296
100561,0.3539120235143346,0.368232826020064
100568,0.6697537942753897,0.6517345347109025
100569,0.063497121011864,0.06667288086878854
100591,0.1965733728534696,0.20991711966685825
100592,0.10375728785650555,0.11153326355624298
100602,0.1041692568023245,0.10677475697326932
100607,0.18333577062912204,0.16728681462087583
100613,0.17124908017420792,0.15771748838462296
100617,0.21960176086978284,0.23318919465225801
100618,0.20393542603112538,0.23595421368469954
100622,0.13886464674622295,0.14454942723151948
100625,0.29861754627150633,0.3377435817574177
100677,0.30210791154612127,0.31020681241598
100699,0.10692270402731595,0.11690774699100416
100702,0.6377571182945607,0.6961399658728067
100711,0.12475217003690986,0.14132371964591142
100729,0.30144959295914925,0.3242141514746452
100740,0.38586055035112043,0.3804328491403553
100744,0.2672560716302979,0.2792329734991053
100745,0.14201930190847045,0.15549875121386886
100747,0.14271235450433334,0.14155401522164934
100751,0.6869059720500057,0.688854211112037
100752,0.12325839451960008,0.13517966708850926
100753,0.46830088630484096,0.45918355286609197
100754,0.5267723330568379,0.527751298847282
100760,0.11550855824619496,0.11741105773228455
100762,0.27567835535218704,0.2613781948681288
100763,0.09756613700679477,0.10666857591839313
100765,0.045320396839586496,0.045882495573904364
100770,0.19423792369377715,0.20366314373916847
100772,0.07307606428048574,0.07224272510710338
100777,0.09094912740987428,0.10096995666895928
100791,0.05616067147524749,0.04967395038360299
100792,0.03644398885821144,0.04071940564749352
100797,0.0683527984547503,0.06823357581025274
100823,0.09609133713639773,0.08296026224977447
100826,0.1276910688036854,0.12998381700636677
100830,0.11384279149289842,0.11592982398131176
100836,0.4381229267372413,0.43010870758657344
100872,0.13354951242546864,0.18281022735653413
100910,0.15129115892251283,0.1657647140571766
100913,0.24631621655717773,0.2195353227218155
100918,0.04916219332685286,0.05480662334822129
100931,0.0385766692995964,0.032049463712826486
100952,0.0811608376349238,0.08037401412873975
100953,0.06079346183072218,0.059033006755816804
100965,0.39404303193420753,0.3863043412972079
100970,0.10553836976977776,0.11106348352390676
100982,0.3451344070733382,0.3477123939303753
100983,0.6209308053760847,0.601384893548718
100984,0.12914669483344285,0.12680803631336582
100987,0.1548417856464934,0.1612409705977896
100997,0.10311454516197088,0.10263064222623564
100998,0.4642715086865768,0.4915459462519431
101002,0.14473970178094253,0.16853462867995594
101005,0.3744757979824147,0.3583971573142642
101008,0.5823184131025205,0.6192067353808777
101020,0.1353753681657268,0.13609006931903628
101021,0.17729224464108204,0.17484130356727562
101024,0.1218804070637996,0.123011923057253
101025,0.4815596924185648,0.47327515937595727
101026,0.08676246781140165,0.08638825389430747
101031,0.06637272573403716,0.06934482604863515
101041,0.045374424138940585,0.04417349617113684
101051,0.0383219922206021,0.03901082589873933
101055,0.2122553193761444,0.1549367348791387
101056,0.5008155640265973,0.4919412654262769
101057,0.08383672742374929,0.08333690361889368
101064,0.07614345254470525,0.07003789849130262
101079,0.19985006767506,0.1951911427048142
101087,0.04822231848656382,0.04700974623232659
101090,0.11513109373927366,0.09032275438105289
101092,0.23851692896864493,0.2157053156719952
101097,0.39469868673328645,0.36232280329422106
101099,0.04725525966800702,0.0524728841973972
101107,0.31756492504518646,0.3076584204384084
101118,0.14108237077047533,0.1340958637240875
101125,0.28521949522688145,0.3045993848165481
101126,0.038469634006938085,0.04095838590633684
101128,0.05916842226785195,0.06376655530675984
101136,0.19706628605564588,0.189559517705587
101140,0.4220849182978039,0.4286490266228462
101149,0.27209943918614793,0.26592117606046095
101160,0.2962302955280783,0.2776315182049255
101169,0.46084097848699185,0.4780212783319327
101181,0.11828782563883042,0.0980143492697978
101186,0.045214011439045756,0.049886563417156825
101190,0.11666737819199985,0.11860399515116432
101193,0.2713238205065116,0.2840509910271929
101194,0.29582780791982666,0.35514663926877194
101198,0.38730302120994836,0.4161158826074467
101200,0.08872360182627033,0.107196646180737
101204,0.06705846559036627,0.06141508065311165
101211,0.1805937192076576,0.18666100179506298
101213,0.14190272928194353,0.1469816998676695
101223,0.10551622763603233,0.09968972133821097
101225,0.2724956417377164,0.27113484966199036
101237,0.14718859255353353,0.1576499475956816
101243,0.2232221596814497,0.2656023938283037
101244,0.3283019857774463,0.2860910276223473
101258,0.09146312388976088,0.09276326697688189
101259,0.32880154467840195,0.336349695521132
101268,0.4162952541687436,0.35645165653228755
101269,0.11587894939063591,0.12239956103016271
101271,0.1096804157508324,0.11332467215551029
101279,0.11830917289909959,0.123295524315213
101281,0.3854270651634177,0.4058077473463872
101287,0.12472963179485842,0.11565649063297614
101292,0.088826180557429,0.0776423825325574
101294,0.08098963071234869,0.07859956273010912
101296,0.26016726485146,0.27283046807834765
101297,0.06512786355076239,0.06482876742242083
101299,0.09833374125723268,0.12273410174633595
101301,0.14978111651380274,0.15571839143888275
101305,0.25035932655374676,0.26217381908322973
101308,0.5104837067101092,0.5516401511002627
101318,0.034054953768043586,0.03361835232903994
101327,0.5566709021513646,0.5777873556578522
101329,0.037840472203980804,0.03952859496928196
101332,0.159609728449272,0.15509196930012895
101337,0.11060164787633942,0.10885760590799316
101343,0.08015422903067322,0.0791729620874928
101345,0.05340819920269781,0.0486140483534908
101346,0.05439572421772144,0.05613232962353413
101353,0.05656296359199897,0.0600984401316521
101354,0.2991000489393163,0.29979724955053594
101355,0.43860110241185213,0.48173025333185093
101356,0.087391225760393,0.09166332360875397
101362,0.2879624580719736,0.28148029473097985
101363,0.7167749935299845,0.7124658489555143
101365,0.03822239570263455,0.04197995995965236
101366,0.19040220008169867,0.18491315895950872
101367,0.39260484537233686,0.43590070581536206
101368,0.032300317692252514,0.03468754297336833
101374,0.27961984931737416,0.298796387210888
101380,0.05904763698674881,0.06007396906176285
101383,0.08806406838688034,0.0911748129334795
101398,0.055077152553440034,0.05271078884657166
101399,0.5277737235362913,0.5713076006087535
101401,0.4301478986839883,0.4338112273271075
101412,0.1765467344010244,0.17769760931789855
101426,0.15796887361051293,0.15702260510497054
101427,0.6213397594352736,0.5910321162967923
101428,0.29705953218488723,0.316478570256696
101429,0.3320559851666566,0.35404416610300793
101434,0.0982951417982614,0.08987211468512649
101440,0.35308832714794713,0.34674098056290953
101448,0.21003688303284845,0.2256833532997657
101449,0.11997332799491944,0.10708402924292887
101465,0.14549536907637944,0.10123198996279908
101467,0.09906538804090334,0.10996002774063407
101472,0.15399370713463814,0.14749550677662385
101478,0.4340891855266621,0.4590526450297488
101497,0.1593515175464032,0.146180356228047
101504,0.13170354731206027,0.1161547965608593
101547,0.043699603463152416,0.03955944117899506
101548,0.24138621664809556,0.2109488373793051
101555,0.20490593825988712,0.18272904940734108
101570,0.05186230082239138,0.059346400798455386
101572,0.12167965840251291,0.12324470121758262
101578,0.11645569083328042,0.1241087593481834
101580,0.28327551296330594,0.2902784938066232
101588,0.32085448892139756,0.3155863460874032
101602,0.17849564039506033,0.17749289296847492
101610,0.38859831525401956,0.36919562657299493
101614,0.1561873731284443,0.13813705278844
101616,0.1118627175206659,0.10879051624861528
101643,0.2641050632285634,0.2696782150022698
101644,0.12950680866291864,0.13930149625348737
101649,0.13450951102369385,0.1014623889337144
101650,0.1443366069231241,0.13774824434462674
101665,0.0583823132526554,0.06211811318740441
101667,0.2274071440459106,0.24601095749000304
101669,0.13405555035949304,0.17396835323454932
101674,0.23737739287493687,0.22444131413806484
101675,0.03115645307791362,0.029242397296809577
101678,0.23928779591395344,0.2454771765089088
101682,0.06737361726093143,0.06647573489261073
101686,0.168517853739012,0.19691215511251714
101697,0.5535694673593544,0.594734456385177
101700,0.6822839503972884,0.7167463247487009
101711,0.09913165662687363,0.09626148150921278
101714,0.1258570671462903,0.1434774586581286
101715,0.4447493105873408,0.43547577631070883
101728,0.06738206865284602,0.060253630549837456
101732,0.15810583714142362,0.16579805092697886
101757,0.28748809444267676,0.2817222674714463
101758,0.12263823703324725,0.11129805255384204
101759,0.149046706637416,0.1375924708796302
101762,0.05144773931388575,0.0670527799977052
101764,0.1433333032052236,0.1608073473610636
101780,0.5529189147721926,0.5627349214562579
101784,0.04096557161767409,0.03640229381754222
101789,0.05756672448916059,0.07122318612719584
101816,0.21655205009530631,0.2056563707145417
101819,0.1014832105039145,0.08985553179936802
101827,0.022693859261684206,0.02017018477948556
101863,0.19102907775226174,0.17450581047275904
101867,0.11145296738507568,0.11031796384339176
101870,0.034744798777817665,0.03637251779124204
101873,0.47478880143582686,0.4996449757621244
101878,0.2108710155224386,0.18533692095523593
101879,0.1300661752514406,0.11855930304742089
101880,0.09586286053813692,0.08371142460595728
101887,0.13583040749299444,0.13541870655261226
101897,0.0658189207382887,0.05945034995806798
101901,0.26445132513038494,0.26081295573157687
101903,0.3801462912684665,0.3747972968415236
101920,0.11380304111430689,0.09926123241870204
101921,0.08167713677571316,0.08557643993065653
101922,0.16912010728905297,0.1537581398872899
101961,0.30411242642915765,0.3436002175547561
101962,0.06278358362227315,0.04482124075669415
101971,0.1278258390014973,0.1465222795327504
101976,0.6790245292257479,0.6836043858781669
102002,0.331976536295991,0.3727052135034492
102005,0.05506801522981901,0.06088149271432865
102007,0.6024013507398214,0.5708573451237939
102017,0.06615957575668341,0.06776496809057155
102019,0.3635039361329181,0.35081464944539176
102029,0.0433764597363509,0.04161544238493391
102051,0.45313523034446135,0.408943948555669
102052,0.025851820387578807,0.02593222812675205
102054,0.053531473017665504,0.05850413019560356
102062,0.13895134709910933,0.12694806559662117
102067,0.4460222243091398,0.4530893771261753
102068,0.34826593923672333,0.3613278909360732
102070,0.1529230213321075,0.16307749176024416
102090,0.2742724883319801,0.2557647871744516
102092,0.10410182460325532,0.11388039810242721
102099,0.22877916131683432,0.25841157607486165
102100,0.07941056566286381,0.07755138175457761
102112,0.30443188592803044,0.29083165953482704
102113,0.07713152459459854,0.07736695950001948
102122,0.32661950960256037,0.3215710812168786
102123,0.12959538127218573,0.14209999739248058
102125,0.07966172321365006,0.06808213915252198
102126,0.459909062850873,0.4104440221152278
102146,0.06291912419426789,0.05793641051540455
102147,0.16629842085644816,0.1534958054970326
102151,0.1535749548227037,0.17151649182494855
102158,0.3984734772515898,0.39362136131175784
102159,0.09518483189802007,0.08759594639663852
102162,0.16719710436352028,0.16135597241862118
102165,0.0946422425715526,0.10036506854598821
102166,0.05809911183390436,0.05977240299345773
102174,0.04354472031456208,0.049103882310898066
102193,0.39129431811434495,0.41263953505795525
102198,0.09288772743203219,0.10857683203505196
102205,0.337675494615543,0.31056985521382724
102206,0.02691184589175245,0.025503325554340442
102218,0.07067454471225287,0.06832709966484206
102221,0.09050876334680616,0.08693089222292343
102230,0.23935309855712358,0.27403837744216514
102238,0.08971720164527433,0.08008183435047234
102248,0.13064808278195436,0.1462381425069494
102252,0.41475984851213,0.4608840264462447
102259,0.15242563286366914,0.1603836084093997
102262,0.3959633703577372,0.4024073450055024
102273,0.12434768529676343,0.12333856835062645
102286,0.355542538967038,0.33166961992225913
102293,0.03167830061167751,0.03467602763240141
102294,0.09843831770490855,0.10676491733267048
102296,0.1919366223496686,0.2069979988301082
102298,0.20482831751386404,0.20098068315469184
102303,0.09783475029381274,0.09295325538959937
102309,0.09271141485435952,0.09507023062867997
102315,0.10985124872757218,0.11860800952138158
102340,0.1714024628473098,0.15102758319363832
102342,0.2151927295952489,0.2126096955181176
102344,0.14180448962747966,0.13540700788600032
102346,0.20109260447819666,0.21716415321883845
102347,0.05876944197112882,0.07558905884746858
102374,0.16677292976011965,0.18789860780521553
102380,0.1767104974923327,0.18363037527376128
102387,0.06914530829725124,0.050038971908286836
102393,0.1457593435962486,0.14509505258447422
102403,0.03956866731145984,0.039302484348923285
102413,0.08546084482344637,0.08198028071747482
102414,0.020209648821416248,0.023860043682495582
102415,0.0922786338987602,0.08497596793691965
102416,0.31271907700096113,0.28527358897150423
102439,0.14209046410337883,0.14517348919909487
102441,0.0845756336008224,0.09333968717970803
102443,0.049250339667452084,0.05326988252199865
102444,0.3003687844370067,0.2724478829422909
102445,0.3349950245852009,0.32303639689107916
102448,0.08495184828540699,0.08490199585672525
102449,0.23456245431752717,0.24365367261371468
102450,0.47005393462344724,0.44378227997462616
102456,0.04441855139736553,0.03684437074028605
102458,0.306108034793907,0.32595193676396345
102459,0.1576091403091077,0.17186643339244528
102465,0.08648830227527034,0.1379621713169984
102470,0.4192406945748637,0.42995162863709674
102471,0.08320789490705366,0.07748085688840761
102475,0.10815559558430692,0.09627229494643885
102476,0.3431527116170707,0.3633697102752618
102506,0.11125815294958388,0.09541564042789329
102509,0.10222644023724466,0.10870788492202749
102519,0.06514030609102617,0.0692288053564026
102522,0.09455422932452642,0.1007812963179108
102545,0.08267789538350581,0.0729362265626658
102549,0.09279537322910883,0.07518401719036624
102562,0.042299293249687064,0.04276424646576934
102563,0.04947555695717111,0.04227473785516748
102568,0.2679749037238099,0.24686912760537946
102582,0.12792410531755136,0.12796670847385708
102592,0.059430570570091254,0.050693319902616586
102597,0.24843692628558467,0.2645790710578531
102605,0.10530044776647143,0.10736170847911383
102614,0.08380896559453402,0.08915722958044216
102617,0.259936978520534,0.2687025110965605
102634,0.13496695739088527,0.13309928636086565
102652,0.07984642306412537,0.08905257066710671
102655,0.028337168745163045,0.02948472411810514
102671,0.19335878870169698,0.1857801286597433
102694,0.5027632508162435,0.502372546113335
102701,0.1376954637702302,0.15008358340262665
102703,0.0340191035291863,0.03132693114654622
102704,0.07070418833164882,0.07161195950274597
102713,0.03246205615679896,0.033562724511676426
102720,0.2694643242454947,0.2629875460389145
102731,0.055527552187970924,0.060709225803224215
102733,0.07383458436175139,0.0677459365884072
102749,0.09064898732860083,0.08727128178894404
102755,0.2770386697960557,0.32573716358183324
102763,0.03662864597923897,0.04679799335006974
102770,0.16551755054228653,0.16102063721238702
102772,0.16983855470824855,0.1759968838347387
102799,0.2682314960988356,0.2615337994530098
102838,0.038356328304235084,0.04045041784312624
102854,0.041134804606547754,0.0438614039162314
102862,0.4565554978253535,0.4346026247289139
102863,0.08731261597717212,0.08667745113932998
102867,0.026623173746190644,0.028386384134895384
102868,0.03290968103125451,0.03508739617862985
102878,0.1966998758717976,0.1850016439666433
102887,0.13627601209849932,0.12604634101794732
102898,0.5832737675703153,0.5555869585349802
102904,0.2708870502651771,0.26095236561609514
102912,0.13052016386129808,0.1297315637102839
102919,0.0994899385639082,0.10254485349827716
102927,0.14782357839095997,0.1419610792796245
102932,0.1352913289543868,0.14215873348490707
102933,0.1630082734704741,0.16084785847124577
102935,0.05814148215795335,0.048583396969110106
102958,0.13333394888111297,0.13817710532141197
102969,0.4872239765405793,0.48825619277368776
102971,0.06640766311541318,0.07846732127213657
102975,0.23361775139526125,0.23946481778819054
102979,0.09513332794008647,0.09876205312558474
102982,0.031939127363457914,0.030966035532949382
102987,0.5192760464398279,0.6124911311615995
102989,0.1460789606314769,0.17673741970060997
102995,0.13567068295311846,0.13073795352164605
102996,0.10612059165808255,0.09730975480405687
103000,0.12378185853940812,0.1208519077159181
103001,0.3307393517310368,0.3437539471394964
103004,0.06905972403196854,0.08075672012284835
103010,0.04834256944702389,0.06061908554876316
103025,0.5605804211162216,0.5330346008769142
103029,0.05899522882350251,0.05761331967664826
103046,0.137173265640432,0.13677090540791154
103056,0.12004104864204868,0.1156422351531462
